feature,feature_importance
left_hip_angle__agg_linear_trend__attr_"stderr"__chunk_len_10__f_agg_"mean",0.0038692344988641584
left_knee_angle__change_quantiles__f_agg_"var"__isabs_True__qh_0.8__ql_0.0,2.9010400469293193e-05
right_knee_angle__fft_coefficient__attr_"real"__coeff_57,0.0007083165576257926
right_knee_angle__fft_coefficient__attr_"imag"__coeff_27,0.0002721194611175692
right_knee_angle__agg_linear_trend__attr_"stderr"__chunk_len_50__f_agg_"max",0.0022008443629800514
right_ankle_angle__fft_coefficient__attr_"real"__coeff_77,0.0002462803572492731
right_knee_angle__fft_coefficient__attr_"angle"__coeff_2,0.007726817937450482
left_hip_angle__agg_linear_trend__attr_"stderr"__chunk_len_5__f_agg_"var",0.0
right_hip_angle__change_quantiles__f_agg_"mean"__isabs_True__qh_0.2__ql_0.0,0.00038880816773471396
left_ankle_angle__change_quantiles__f_agg_"var"__isabs_False__qh_0.8__ql_0.2,0.0
right_ankle_angle__fft_coefficient__attr_"real"__coeff_56,0.000862288755625724
left_knee_angle__change_quantiles__f_agg_"mean"__isabs_True__qh_0.8__ql_0.0,0.0007460741768423568
right_knee_angle__fft_coefficient__attr_"real"__coeff_93,9.694822285333402e-05
right_knee_angle__fft_coefficient__attr_"real"__coeff_44,0.00044614427479130477
right_knee_angle__mean_second_derivative_central,0.012497408977259135
right_shoulder_angle__agg_linear_trend__attr_"stderr"__chunk_len_5__f_agg_"max",0.0012859715887698607
right_knee_angle__fft_coefficient__attr_"imag"__coeff_74,0.0012680830876293455
right_ankle_angle__fft_coefficient__attr_"angle"__coeff_63,0.0006294347970657733
right_knee_angle__fft_coefficient__attr_"imag"__coeff_29,0.0012791393493215002
right_ankle_angle__fft_aggregated__aggtype_"variance",0.0007337852051079397
right_knee_angle__change_quantiles__f_agg_"mean"__isabs_False__qh_1.0__ql_0.2,0.00012393158734738514
right_shoulder_angle__agg_linear_trend__attr_"stderr"__chunk_len_10__f_agg_"max",0.000865222717990384
left_knee_angle__fft_coefficient__attr_"real"__coeff_72,0.0010557736437930008
right_knee_angle__fft_coefficient__attr_"angle"__coeff_1,0.0011327853858353262
right_knee_angle__fft_coefficient__attr_"real"__coeff_84,0.00013171246592530848
right_ankle_angle__fft_coefficient__attr_"real"__coeff_71,0.00041267285229230655
left_ankle_angle__change_quantiles__f_agg_"mean"__isabs_True__qh_0.8__ql_0.0,0.002559185715957633
right_knee_angle__fft_coefficient__attr_"real"__coeff_86,0.00011364429695566868
right_knee_angle__agg_linear_trend__attr_"stderr"__chunk_len_50__f_agg_"var",0.00018982073428776755
right_ankle_angle__fft_coefficient__attr_"real"__coeff_36,0.00013049140891991154
right_ankle_angle__change_quantiles__f_agg_"var"__isabs_False__qh_0.4__ql_0.0,0.0
right_ankle_angle__fft_coefficient__attr_"imag"__coeff_54,0.0008787465698103477
right_hip_angle__agg_linear_trend__attr_"stderr"__chunk_len_10__f_agg_"min",0.00010529909399334586
left_ankle_angle__change_quantiles__f_agg_"mean"__isabs_True__qh_0.8__ql_0.2,0.0026400560280127267
right_ankle_angle__agg_linear_trend__attr_"slope"__chunk_len_10__f_agg_"max",0.0003354661420818755
right_knee_angle__c3__lag_1,4.7214670311990154e-06
right_knee_angle__fft_coefficient__attr_"real"__coeff_59,0.00023564667714801862
right_knee_angle__fft_coefficient__attr_"real"__coeff_39,0.00022090765658550984
right_ankle_angle__fft_coefficient__attr_"real"__coeff_59,0.0003173117868661662
right_knee_angle__fft_coefficient__attr_"imag"__coeff_34,0.0003123663871160541
right_ankle_angle__fft_coefficient__attr_"real"__coeff_91,0.0009519826721379911
right_knee_angle__fft_coefficient__attr_"real"__coeff_47,0.00016800272116737627
left_hip_angle__agg_linear_trend__attr_"slope"__chunk_len_10__f_agg_"max",0.0005379295481442732
left_hip_angle__change_quantiles__f_agg_"var"__isabs_True__qh_0.4__ql_0.0,3.6444167253330307e-06
right_knee_angle__fft_coefficient__attr_"imag"__coeff_52,0.0007758749259891119
right_knee_angle__fft_coefficient__attr_"real"__coeff_56,0.00030823793674251136
left_knee_angle__fft_coefficient__attr_"real"__coeff_47,0.0015102447659713118
right_ankle_angle__change_quantiles__f_agg_"mean"__isabs_True__qh_0.4__ql_0.0,0.0004568760348726817
left_knee_angle__fft_aggregated__aggtype_"variance",0.00031959926077218716
right_ankle_angle__fft_coefficient__attr_"imag"__coeff_29,0.0019109036428881774
left_ankle_angle__change_quantiles__f_agg_"mean"__isabs_True__qh_1.0__ql_0.4,0.0005828759248885047
right_knee_angle__fft_coefficient__attr_"imag"__coeff_65,0.0006995281235370847
right_ankle_angle__fft_coefficient__attr_"imag"__coeff_76,0.0007385467875527704
right_knee_angle__agg_linear_trend__attr_"rvalue"__chunk_len_50__f_agg_"var",0.0003111316227546123
right_ankle_angle__fft_coefficient__attr_"real"__coeff_93,0.00010099734281694651
right_ankle_angle__change_quantiles__f_agg_"mean"__isabs_True__qh_0.2__ql_0.0,0.0018583143782141716
right_knee_angle__fft_coefficient__attr_"imag"__coeff_68,0.00018912659005439328
left_ankle_angle__change_quantiles__f_agg_"mean"__isabs_True__qh_1.0__ql_0.6,0.0012343104029471342
left_hip_angle__change_quantiles__f_agg_"var"__isabs_False__qh_1.0__ql_0.2,8.483471313392426e-07
right_knee_angle__fft_coefficient__attr_"real"__coeff_45,0.00010993280926600487
right_knee_angle__fft_coefficient__attr_"real"__coeff_43,4.732963567808898e-05
right_knee_angle__fft_coefficient__attr_"real"__coeff_64,0.00019848009524023124
left_hip_angle__change_quantiles__f_agg_"var"__isabs_True__qh_1.0__ql_0.2,0.0
left_hip_angle__change_quantiles__f_agg_"var"__isabs_False__qh_1.0__ql_0.4,6.624569040741509e-06
right_knee_angle__fft_aggregated__aggtype_"centroid",0.0009727883190242147
right_knee_angle__change_quantiles__f_agg_"var"__isabs_True__qh_0.2__ql_0.0,0.00013269495366961906
left_knee_angle__change_quantiles__f_agg_"mean"__isabs_True__qh_0.4__ql_0.0,0.0006725480990946796
right_knee_angle__fft_coefficient__attr_"imag"__coeff_22,0.0023610768957741013
right_knee_angle__change_quantiles__f_agg_"mean"__isabs_False__qh_1.0__ql_0.4,0.0001801148756425148
right_knee_angle__fft_coefficient__attr_"imag"__coeff_45,0.00012800227227542345
right_hip_angle__change_quantiles__f_agg_"var"__isabs_False__qh_1.0__ql_0.0,1.5175399369301072e-05
right_ankle_angle__change_quantiles__f_agg_"var"__isabs_True__qh_0.4__ql_0.0,0.0
right_knee_angle__fft_coefficient__attr_"real"__coeff_42,8.068362963886638e-05
right_ankle_angle__change_quantiles__f_agg_"var"__isabs_False__qh_0.2__ql_0.0,0.0
right_knee_angle__change_quantiles__f_agg_"mean"__isabs_False__qh_1.0__ql_0.8,0.00011113207389575984
right_knee_angle__fft_coefficient__attr_"imag"__coeff_63,0.00045071519353682136
right_hip_angle__change_quantiles__f_agg_"var"__isabs_True__qh_0.2__ql_0.0,1.3489812263888625e-06
right_knee_angle__fft_coefficient__attr_"real"__coeff_69,0.0004668292937670824
left_knee_angle__fft_coefficient__attr_"real"__coeff_41,0.0006507562665772822
right_ankle_angle__fft_coefficient__attr_"real"__coeff_65,0.0013612587041706955
left_knee_angle__quantile__q_0.1,0.006286719258084932
right_ankle_angle__change_quantiles__f_agg_"var"__isabs_False__qh_0.6__ql_0.0,0.0
right_hip_angle__change_quantiles__f_agg_"var"__isabs_True__qh_0.8__ql_0.2,0.0
left_hip_angle__agg_linear_trend__attr_"stderr"__chunk_len_10__f_agg_"max",0.0001398883766298149
right_knee_angle__fft_coefficient__attr_"real"__coeff_53,0.00019722563560766083
left_knee_angle__change_quantiles__f_agg_"var"__isabs_True__qh_1.0__ql_0.6,7.775976450310927e-05
right_ankle_angle__change_quantiles__f_agg_"var"__isabs_False__qh_0.8__ql_0.0,0.0
right_knee_angle__fft_coefficient__attr_"abs"__coeff_4,0.0009105887351214731
right_hip_angle__agg_linear_trend__attr_"stderr"__chunk_len_10__f_agg_"mean",0.00026852082570154415
left_ankle_angle__agg_linear_trend__attr_"stderr"__chunk_len_10__f_agg_"min",0.0006726124854792211
right_knee_angle__agg_linear_trend__attr_"rvalue"__chunk_len_10__f_agg_"var",0.0006544107451991052
hip_angle__linear_trend__attr_"stderr",0.0
hip_angle__fft_aggregated__aggtype_"centroid",8.544803755949458e-05
right_knee_angle__fft_coefficient__attr_"real"__coeff_87,0.0001752551839899636
right_ankle_angle__agg_linear_trend__attr_"slope"__chunk_len_50__f_agg_"min",0.0028571267282723176
right_ankle_angle__fft_coefficient__attr_"real"__coeff_45,0.00020239390234594215
left_knee_angle__cid_ce__normalize_False,0.0003347115663223916
right_ankle_angle__change_quantiles__f_agg_"mean"__isabs_True__qh_0.6__ql_0.0,0.0008833160255124449
right_knee_angle__fft_coefficient__attr_"real"__coeff_70,0.0003006085143664852
left_hip_angle__change_quantiles__f_agg_"var"__isabs_False__qh_0.2__ql_0.0,2.8047647458198476e-05
left_knee_angle__fft_coefficient__attr_"real"__coeff_38,0.000257215254561281
left_knee_angle__change_quantiles__f_agg_"mean"__isabs_True__qh_0.6__ql_0.0,0.0006702508724575109
left_hip_angle__cid_ce__normalize_False,0.00052920659382386
left_ankle_angle__agg_linear_trend__attr_"stderr"__chunk_len_10__f_agg_"max",0.00016988646396876101
right_elbow_angle__fft_coefficient__attr_"imag"__coeff_34,0.0023972805309104162
right_knee_angle__fft_coefficient__attr_"real"__coeff_91,0.00011340231539806309
right_ankle_angle__number_peaks__n_5,8.345465302145197e-05
left_knee_angle__change_quantiles__f_agg_"mean"__isabs_True__qh_1.0__ql_0.8,0.0003796017194066097
left_knee_angle__change_quantiles__f_agg_"var"__isabs_True__qh_0.8__ql_0.2,1.726091077880882e-05
right_knee_angle__fft_coefficient__attr_"real"__coeff_62,0.0006509882871170774
left_ankle_angle__change_quantiles__f_agg_"var"__isabs_False__qh_1.0__ql_0.0,0.0
right_knee_angle__change_quantiles__f_agg_"mean"__isabs_False__qh_1.0__ql_0.6,0.0001155016585627243
right_ankle_angle__agg_linear_trend__attr_"slope"__chunk_len_5__f_agg_"var",0.0
left_knee_angle__fft_coefficient__attr_"real"__coeff_84,0.0008302688530025325
right_ankle_angle__fft_coefficient__attr_"real"__coeff_48,0.00019115267565509057
left_hip_angle__root_mean_square,0.0003415517671709468
right_hip_angle__change_quantiles__f_agg_"var"__isabs_False__qh_0.8__ql_0.2,4.420022235278218e-07
right_hip_angle__index_mass_quantile__q_0.9,0.0058966915225348695
right_knee_angle__fft_coefficient__attr_"imag"__coeff_77,0.00041680595087296903
right_shoulder_angle__agg_linear_trend__attr_"slope"__chunk_len_50__f_agg_"max",0.0030450760955776706
right_knee_angle__fft_coefficient__attr_"imag"__coeff_50,0.00038431080435750146
right_knee_angle__fft_coefficient__attr_"imag"__coeff_82,0.00021180436641939163
right_hip_angle__quantile__q_0.8,0.0008366050399381049
right_elbow_angle__fft_coefficient__attr_"imag"__coeff_33,0.0016575020020984123
left_hip_angle__standard_deviation,0.00038418238924315903
left_knee_angle__variance,6.403808159566933e-05
left_hip_angle__variance,0.00011533756151725432
left_knee_angle__standard_deviation,8.96492664065012e-05
left_knee_angle__root_mean_square,0.00015647290761741184
right_ankle_angle__fft_coefficient__attr_"real"__coeff_87,8.627369091765504e-05
right_ankle_angle__fft_coefficient__attr_"angle"__coeff_25,0.0007483633935815774
right_hip_angle__minimum,0.0005834666666719097
right_knee_angle__fft_coefficient__attr_"real"__coeff_48,0.00031527341636882123
right_knee_angle__fft_coefficient__attr_"real"__coeff_51,0.00018416446175944308
right_knee_angle__agg_linear_trend__attr_"slope"__chunk_len_10__f_agg_"min",0.0008517345781625434
right_knee_angle__quantile__q_0.2,0.0011004441823063385
right_knee_angle__fft_coefficient__attr_"real"__coeff_61,0.00037734203338999207
right_knee_angle__fft_coefficient__attr_"real"__coeff_40,8.485743457171405e-05
left_ankle_angle__change_quantiles__f_agg_"mean"__isabs_False__qh_1.0__ql_0.2,0.0006334750560020622
right_knee_angle__fft_coefficient__attr_"imag"__coeff_1,0.0023229425317882186
left_knee_angle__change_quantiles__f_agg_"var"__isabs_False__qh_0.8__ql_0.2,8.060701146926366e-06
left_ankle_angle__change_quantiles__f_agg_"var"__isabs_False__qh_0.8__ql_0.0,0.0
right_ankle_angle__fft_coefficient__attr_"real"__coeff_94,6.799196781227994e-05
right_ankle_angle__fft_coefficient__attr_"imag"__coeff_75,0.0005349280706198738
left_knee_angle__change_quantiles__f_agg_"var"__isabs_False__qh_0.6__ql_0.0,3.1086551087194873e-05
right_ankle_angle__fft_coefficient__attr_"imag"__coeff_63,0.0007138469207890666
left_ankle_angle__agg_linear_trend__attr_"slope"__chunk_len_10__f_agg_"var",0.0
right_knee_angle__fft_coefficient__attr_"angle"__coeff_75,0.001411229843237715
right_ankle_angle__time_reversal_asymmetry_statistic__lag_3,0.0
left_ankle_angle__agg_linear_trend__attr_"stderr"__chunk_len_50__f_agg_"min",0.003914121179153184
left_hip_angle__minimum,0.0004409568325199512
left_knee_angle__fft_coefficient__attr_"real"__coeff_73,0.0009027510619021019
right_elbow_angle__agg_linear_trend__attr_"slope"__chunk_len_10__f_agg_"max",0.0016398790448644766
left_knee_angle__change_quantiles__f_agg_"var"__isabs_False__qh_1.0__ql_0.8,8.131155761836984e-05
hip_angle__agg_linear_trend__attr_"stderr"__chunk_len_5__f_agg_"min",0.0
right_ankle_angle__change_quantiles__f_agg_"var"__isabs_True__qh_0.8__ql_0.0,0.0
right_ankle_angle__fft_coefficient__attr_"imag"__coeff_51,0.0005377262263911082
right_ankle_angle__change_quantiles__f_agg_"mean"__isabs_True__qh_0.8__ql_0.0,0.0007964286950821385
left_knee_angle__agg_linear_trend__attr_"intercept"__chunk_len_10__f_agg_"var",0.0007971745067340179
hip_angle__agg_linear_trend__attr_"stderr"__chunk_len_5__f_agg_"mean",0.0
right_shoulder_angle__agg_linear_trend__attr_"stderr"__chunk_len_5__f_agg_"mean",0.0006789246907427692
right_ankle_angle__fft_coefficient__attr_"real"__coeff_35,0.00022630433015407891
right_knee_angle__fft_coefficient__attr_"angle"__coeff_23,0.0031408382951949314
right_ankle_angle__fft_coefficient__attr_"imag"__coeff_30,0.00025284786423592013
right_knee_angle__agg_linear_trend__attr_"slope"__chunk_len_50__f_agg_"min",0.0005129644740767619
hip_angle__agg_linear_trend__attr_"stderr"__chunk_len_5__f_agg_"max",0.0
right_knee_angle__agg_linear_trend__attr_"stderr"__chunk_len_50__f_agg_"min",0.0004869330787167785
right_ankle_angle__fft_coefficient__attr_"real"__coeff_67,0.00010243283124602759
right_knee_angle__agg_linear_trend__attr_"slope"__chunk_len_10__f_agg_"max",0.0002345611960149245
left_knee_angle__fft_coefficient__attr_"real"__coeff_43,0.0017850018820366365
left_hip_angle__change_quantiles__f_agg_"var"__isabs_True__qh_1.0__ql_0.4,5.0254516564022665e-06
right_knee_angle__fft_coefficient__attr_"imag"__coeff_80,0.00017335104721005444
left_hip_angle__fft_coefficient__attr_"real"__coeff_9,0.0011523002419382784
right_knee_angle__fft_coefficient__attr_"imag"__coeff_67,0.00037979403922029496
left_knee_angle__agg_linear_trend__attr_"slope"__chunk_len_10__f_agg_"min",0.001555606972422451
left_ankle_angle__change_quantiles__f_agg_"var"__isabs_True__qh_0.8__ql_0.2,0.0
left_hip_angle__change_quantiles__f_agg_"var"__isabs_False__qh_1.0__ql_0.6,5.160145373075488e-06
right_knee_angle__fft_coefficient__attr_"angle"__coeff_74,0.00013641941931815985
right_ankle_angle__fft_coefficient__attr_"angle"__coeff_65,0.0012555818414297596
right_ankle_angle__fft_coefficient__attr_"angle"__coeff_75,0.0009187807703766651
right_ankle_angle__fft_coefficient__attr_"angle"__coeff_52,0.0014238028249789303
left_ankle_angle__change_quantiles__f_agg_"var"__isabs_False__qh_1.0__ql_0.2,0.0
right_knee_angle__fft_coefficient__attr_"imag"__coeff_33,0.00016167524804212697
right_ankle_angle__ar_coefficient__coeff_1__k_10,0.000250087826553854
right_ankle_angle__fft_coefficient__attr_"real"__coeff_6,0.0011937533156715567
left_knee_angle__change_quantiles__f_agg_"var"__isabs_True__qh_1.0__ql_0.8,4.910138743662873e-05
right_hip_angle__fft_coefficient__attr_"imag"__coeff_5,0.0010151086335198364
left_ankle_angle__change_quantiles__f_agg_"var"__isabs_False__qh_0.8__ql_0.4,0.0
right_ankle_angle__change_quantiles__f_agg_"var"__isabs_True__qh_0.6__ql_0.0,0.0
right_knee_angle__fft_coefficient__attr_"real"__coeff_49,0.00025292680386268496
right_knee_angle__fft_coefficient__attr_"real"__coeff_41,0.000126512164652256
right_hip_angle__quantile__q_0.9,0.0005986119071802147
right_hip_angle__change_quantiles__f_agg_"mean"__isabs_True__qh_0.8__ql_0.2,0.0010789269397990032
right_knee_angle__fft_coefficient__attr_"imag"__coeff_69,0.0006664973344504865
right_hip_angle__change_quantiles__f_agg_"mean"__isabs_True__qh_1.0__ql_0.6,0.00042307766788262594
right_ankle_angle__fft_coefficient__attr_"real"__coeff_50,0.0002114875198238557
right_ankle_angle__fft_coefficient__attr_"imag"__coeff_72,0.0003369395868705318
right_shoulder_angle__agg_linear_trend__attr_"stderr"__chunk_len_10__f_agg_"mean",0.0007983096537517166
right_shoulder_angle__fft_coefficient__attr_"abs"__coeff_51,0.000873229410317753
left_ankle_angle__agg_linear_trend__attr_"slope"__chunk_len_10__f_agg_"max",0.0028686877039416554
right_knee_angle__fft_coefficient__attr_"imag"__coeff_81,0.0003004094148806191
right_knee_angle__change_quantiles__f_agg_"var"__isabs_True__qh_0.6__ql_0.2,6.203909826799951e-06
right_ankle_angle__fft_coefficient__attr_"abs"__coeff_6,0.0010662937428547352
right_ankle_angle__fft_coefficient__attr_"real"__coeff_63,0.0013132695056178088
right_hip_angle__agg_linear_trend__attr_"stderr"__chunk_len_5__f_agg_"max",0.00027479427876818375
left_ankle_angle__agg_linear_trend__attr_"stderr"__chunk_len_5__f_agg_"var",0.0
right_knee_angle__fft_coefficient__attr_"real"__coeff_46,0.00023008959350633867
left_knee_angle__fft_coefficient__attr_"real"__coeff_79,0.0005765273985063442
right_ankle_angle__fft_coefficient__attr_"imag"__coeff_57,0.0002412275231213858
right_knee_angle__fft_coefficient__attr_"angle"__coeff_0,1.6309849900501514e-05
left_knee_angle__change_quantiles__f_agg_"var"__isabs_True__qh_0.8__ql_0.4,0.0
left_knee_angle__agg_linear_trend__attr_"stderr"__chunk_len_10__f_agg_"var",4.807492057317305e-05
right_knee_angle__change_quantiles__f_agg_"var"__isabs_False__qh_0.6__ql_0.2,1.6648048117814824e-05
left_knee_angle__change_quantiles__f_agg_"var"__isabs_False__qh_0.4__ql_0.0,7.195668220493966e-05
right_knee_angle__fft_coefficient__attr_"real"__coeff_94,9.37097307701983e-05
left_knee_angle__fft_coefficient__attr_"real"__coeff_40,0.0005471912062590295
left_hip_angle__agg_linear_trend__attr_"stderr"__chunk_len_50__f_agg_"var",3.013444073125059e-05
right_hip_angle__count_below_mean,0.00046887355820720645
right_knee_angle__fft_coefficient__attr_"real"__coeff_36,0.0002533846467940621
left_ankle_angle__change_quantiles__f_agg_"var"__isabs_False__qh_0.6__ql_0.0,0.0
left_knee_angle__maximum,0.0005783628259042601
right_ankle_angle__fft_coefficient__attr_"angle"__coeff_61,0.0010389105086259865
right_ankle_angle__fft_coefficient__attr_"real"__coeff_69,0.00018551995100778292
left_ankle_angle__change_quantiles__f_agg_"mean"__isabs_True__qh_0.8__ql_0.4,0.0008111653396120556
right_knee_angle__fft_coefficient__attr_"angle"__coeff_65,0.0004194623093541277
hip_angle__fft_aggregated__aggtype_"variance",7.622104196867107e-05
left_ankle_angle__root_mean_square,0.0007921308090303303
right_ankle_angle__fft_coefficient__attr_"imag"__coeff_53,0.0003628621130553394
right_elbow_angle__fft_coefficient__attr_"abs"__coeff_30,0.001578835736621082
left_ankle_angle__variance,6.746570188753073e-07
left_ankle_angle__standard_deviation,0.0011580858919764709
right_knee_angle__fft_coefficient__attr_"real"__coeff_55,0.00033980585845381155
left_knee_angle__agg_linear_trend__attr_"rvalue"__chunk_len_10__f_agg_"max",0.0003880772082681422
right_ankle_angle__fft_coefficient__attr_"real"__coeff_61,0.00017639391934115594
left_hip_angle__change_quantiles__f_agg_"var"__isabs_True__qh_1.0__ql_0.6,8.282632070982636e-07
left_ankle_angle__change_quantiles__f_agg_"var"__isabs_True__qh_0.4__ql_0.0,0.0
left_knee_angle__fft_coefficient__attr_"real"__coeff_68,0.0013439810329682674
left_knee_angle__range_count__max_1000000000000.0__min_0,0.0001665095597706058
left_knee_angle__fft_coefficient__attr_"real"__coeff_81,0.0005225010554064306
left_knee_angle__fft_coefficient__attr_"real"__coeff_65,0.0009328432169972381
right_knee_angle__fft_coefficient__attr_"real"__coeff_97,6.680197936423106e-05
left_knee_angle__fft_coefficient__attr_"real"__coeff_74,0.0027924250923879296
right_knee_angle__fft_coefficient__attr_"real"__coeff_54,0.0004978708660134221
hip_angle__agg_linear_trend__attr_"stderr"__chunk_len_10__f_agg_"min",2.877105693582117e-21
right_ankle_angle__fft_coefficient__attr_"abs"__coeff_32,0.0006263972389132567
left_knee_angle__fft_coefficient__attr_"imag"__coeff_43,0.0009321144046087231
left_shoulder_angle__agg_linear_trend__attr_"stderr"__chunk_len_5__f_agg_"max",0.0007953501134159959
left_ankle_angle__change_quantiles__f_agg_"mean"__isabs_True__qh_0.6__ql_0.0,0.0006792641152260137
left_knee_angle__change_quantiles__f_agg_"var"__isabs_True__qh_0.6__ql_0.0,1.2743032437582796e-05
right_shoulder_angle__linear_trend__attr_"stderr",0.00020115958457761758
right_shoulder_angle__fft_coefficient__attr_"real"__coeff_3,0.0010853446302342786
right_hip_angle__agg_linear_trend__attr_"stderr"__chunk_len_50__f_agg_"min",0.0010112763229179651
right_knee_angle__fft_coefficient__attr_"real"__coeff_92,0.00011573763173165827
left_ankle_angle__change_quantiles__f_agg_"var"__isabs_False__qh_0.4__ql_0.0,0.0
right_knee_angle__fft_coefficient__attr_"imag"__coeff_2,0.002012693240102321
right_knee_angle__fft_coefficient__attr_"imag"__coeff_88,0.0005430217862191568
right_ankle_angle__fft_coefficient__attr_"imag"__coeff_70,0.0013750842763299359
left_knee_angle__agg_linear_trend__attr_"slope"__chunk_len_5__f_agg_"min",0.005379755270232295
left_hip_angle__energy_ratio_by_chunks__num_segments_10__segment_focus_9,0.010162318270215296
right_ankle_angle__fft_coefficient__attr_"imag"__coeff_33,0.00023466857301362483
right_ankle_angle__change_quantiles__f_agg_"var"__isabs_True__qh_0.2__ql_0.0,0.0
right_ankle_angle__approximate_entropy__m_2__r_0.3,0.0008785446313949095
left_knee_angle__fft_aggregated__aggtype_"centroid",0.0006297528126345787
right_ankle_angle__fft_coefficient__attr_"imag"__coeff_55,0.00017943515192077783
right_knee_angle__fft_coefficient__attr_"angle"__coeff_78,0.00032679350012193906
right_ankle_angle__number_peaks__n_1,0.0002090487758628064
right_shoulder_angle__fft_coefficient__attr_"real"__coeff_35,0.0005749622771423578
right_hip_angle__quantile__q_0.7,0.0005106445118564342
right_knee_angle__fft_coefficient__attr_"angle"__coeff_26,0.002041025900875094
left_knee_angle__fft_coefficient__attr_"real"__coeff_58,0.0009732535828154701
left_knee_angle__fft_coefficient__attr_"real"__coeff_59,0.0023502204925921486
left_knee_angle__quantile__q_0.8,0.0018270693013726531
left_knee_angle__fft_coefficient__attr_"real"__coeff_89,0.00046861777424719316
left_knee_angle__change_quantiles__f_agg_"mean"__isabs_False__qh_1.0__ql_0.2,0.0008511511711112909
left_knee_angle__fft_coefficient__attr_"real"__coeff_46,0.0014034323469970275
right_hip_angle__fft_coefficient__attr_"angle"__coeff_5,0.0008047800644406564
left_hip_angle__change_quantiles__f_agg_"mean"__isabs_True__qh_1.0__ql_0.4,0.00044090097058443757
left_hip_angle__agg_linear_trend__attr_"slope"__chunk_len_10__f_agg_"min",0.0007326024620242226
left_knee_angle__fft_coefficient__attr_"real"__coeff_78,0.00034489222373315566
right_ankle_angle__fft_coefficient__attr_"angle"__coeff_59,0.00073571575776484
right_ankle_angle__fft_coefficient__attr_"real"__coeff_64,0.00044764887035151523
right_knee_angle__change_quantiles__f_agg_"mean"__isabs_True__qh_0.8__ql_0.2,0.0012231564490262454
left_ankle_angle__quantile__q_0.1,0.0005484481769105723
left_ankle_angle__change_quantiles__f_agg_"var"__isabs_True__qh_0.8__ql_0.0,0.0
right_ankle_angle__fft_coefficient__attr_"imag"__coeff_71,0.000493927641747706
right_ankle_angle__agg_linear_trend__attr_"slope"__chunk_len_5__f_agg_"max",0.00025511772163239324
left_knee_angle__fft_coefficient__attr_"real"__coeff_39,0.0015621353835174314
right_hip_angle__change_quantiles__f_agg_"var"__isabs_True__qh_0.8__ql_0.4,0.0
right_ankle_angle__fft_coefficient__attr_"imag"__coeff_58,0.0005386280929899638
right_ankle_angle__fft_coefficient__attr_"real"__coeff_60,0.0004196017959674913
right_knee_angle__fft_coefficient__attr_"imag"__coeff_84,0.0002586698515972156
left_hip_angle__change_quantiles__f_agg_"var"__isabs_True__qh_0.2__ql_0.0,6.77833467662763e-06
right_knee_angle__number_peaks__n_10,7.478951216859698e-05
hip_angle__agg_linear_trend__attr_"stderr"__chunk_len_10__f_agg_"mean",0.0
left_ankle_angle__mean_change,0.00034107527647608935
left_ankle_angle__change_quantiles__f_agg_"mean"__isabs_False__qh_1.0__ql_0.0,0.00017991205443837282
left_knee_angle__fft_coefficient__attr_"real"__coeff_37,0.0004908978094196306
right_shoulder_angle__fft_coefficient__attr_"real"__coeff_37,0.00042307567842131275
right_elbow_angle__fft_coefficient__attr_"imag"__coeff_44,0.0005537902245208723
left_ankle_angle__time_reversal_asymmetry_statistic__lag_1,0.0
left_ankle_angle__change_quantiles__f_agg_"var"__isabs_False__qh_1.0__ql_0.6,0.0
right_knee_angle__agg_linear_trend__attr_"slope"__chunk_len_50__f_agg_"mean",0.006515729802718149
right_shoulder_angle__time_reversal_asymmetry_statistic__lag_2,0.0
left_hip_angle__change_quantiles__f_agg_"mean"__isabs_True__qh_1.0__ql_0.2,0.0007162049402102167
right_knee_angle__change_quantiles__f_agg_"var"__isabs_False__qh_0.8__ql_0.4,5.399446134851564e-06
left_hip_angle__agg_linear_trend__attr_"rvalue"__chunk_len_10__f_agg_"max",0.0006232272409423271
right_knee_angle__fft_coefficient__attr_"imag"__coeff_87,0.000987968604852733
left_knee_angle__quantile__q_0.2,0.001226013590765806
right_knee_angle__change_quantiles__f_agg_"var"__isabs_False__qh_0.8__ql_0.2,4.1555775456353445e-05
left_hip_angle__agg_linear_trend__attr_"rvalue"__chunk_len_50__f_agg_"var",0.0039698175674710194
right_ankle_angle__agg_linear_trend__attr_"stderr"__chunk_len_10__f_agg_"min",0.0005790647239958472
right_ankle_angle__fft_coefficient__attr_"real"__coeff_33,0.00017958898325880565
left_ankle_angle__change_quantiles__f_agg_"var"__isabs_True__qh_0.6__ql_0.0,0.0
left_knee_angle__number_peaks__n_1,0.00037697673129459075
right_ankle_angle__fft_coefficient__attr_"imag"__coeff_81,0.00026262106891981863
right_ankle_angle__fft_coefficient__attr_"imag"__coeff_65,0.0006055346519697887
right_elbow_angle__agg_linear_trend__attr_"slope"__chunk_len_10__f_agg_"var",0.0003908387716043571
right_shoulder_angle__fft_coefficient__attr_"real"__coeff_44,0.0002466677885987201
right_ankle_angle__fft_coefficient__attr_"real"__coeff_62,0.0012680821314401095
left_ankle_angle__change_quantiles__f_agg_"var"__isabs_False__qh_1.0__ql_0.4,0.0
left_knee_angle__change_quantiles__f_agg_"var"__isabs_False__qh_0.8__ql_0.4,3.7344521139017282e-06
right_ankle_angle__c3__lag_1,0.0
right_ankle_angle__fft_coefficient__attr_"imag"__coeff_78,0.0003574435073803262
